x1,x2,y
0.523966424735029,-0.27933477196863454,1
0.5879769035669369,-0.6091947762015594,1
-0.16463476795350654,0.8961443767955791,0
0.43609141353819036,0.844954287879272,0
1.138566346914573,-0.318483022816511,1
0.3460431609114295,0.8429302815215209,0
-0.6840688615025544,0.8647211167983563,0
1.3394689597561855,-0.4174974558834318,1
1.2840779567704228,-0.5089505930745739,1
0.34566950641943694,1.0551013188597125,0
1.4405819495643584,-0.3759722132844963,1
1.8852802821892665,0.11251286130865837,1
1.0271381572740101,-0.4404696891539119,1
-0.8886990631829128,-0.12288920583359013,0
0.7056662848897367,0.7669433260302144,0
0.0629251140609722,0.06386567437809257,1
0.7271246211730797,0.6744776874043712,0
0.9377298295777613,0.08169113232600402,0
1.0054698320690636,0.309357886174775,0
2.0171314120966066,-0.050546707967835204,1
-0.6183169939567832,0.7236805327317134,0
-0.6835789684159398,0.5624809734643634,0
2.1135513473233605,0.6340996946830761,1
-1.116944027456123,0.4555162523685898,0
-0.6420974053459765,0.7892625866610432,0
0.1569447348530256,0.2690317553089159,1
1.758211659710292,0.0640830247574598,1
-0.5903354299408141,0.9089895582052817,0
0.5504555379233487,-0.3717956977915916,1
1.415736910737976,-0.35098604408774303,1
0.37595344937397396,-0.35312049209302065,1
2.022694028360089,0.5252087111046813,1
2.086167575795073,-0.10571805356532954,1
-0.4153682116276102,0.6601132722786021,0
0.5597122378977861,-0.3619929366454506,1
1.0060435341747318,-0.584590108170755,1
-0.007899129002282262,1.100818699624146,0
0.7996192846741847,0.5957559418713441,0
-0.863448668638612,0.3786458227047031,0
0.09120732439683843,0.21868127870388882,1
-0.4058714660073084,0.8216692027170038,0
0.9418913441963856,-0.5324905181450987,1
-0.5096824585198442,0.7088271337654352,0
0.7205190622100364,-0.37688821336458916,1
0.9491493342252038,-0.2614769357540154,1
-0.9069416976888285,0.6904795480763266,0
0.38349547558494085,-0.28075081642840927,1
0.9347347931351417,0.2229955666275082,0
0.7459916479569139,0.6830717536798454,0
0.07069279766124298,-0.1263028617967286,1
1.0056544503868408,0.08455767048862224,0
2.08614344398854,0.4237665670027872,1
2.0240748536326576,-0.04488008063897754,1
-0.037383974127767526,0.3034100673260374,1
1.8954070756365087,-0.04814974723205462,1
-0.7755646957166871,0.8647433824619735,0
1.7594876587988704,-0.006414271461116228,1
1.0290491606200372,-0.4494762914022204,1
1.0971835447405185,-0.38656856298914366,1
0.15876061567649022,-0.279438066764929,1
-1.0498941179155465,0.1990825983889283,0
-0.6087306504749997,0.47445863881011757,0
-0.3458462403015024,1.0643176542660129,0
0.3214311349074777,-0.36973204830015644,1
0.6351854628347859,0.5877615177266613,0
0.697794965074223,0.895820807643641,0
-1.0021433280017389,0.3025605504233239,0
-1.0176053701646803,-0.003739878817343556,0
1.6709705896870959,-0.42332116717132734,1
0.12363092354263996,-0.11641763137233883,1
-0.22107000692337606,0.998871801172541,0
0.6611483633650989,0.3439372766464339,0
1.3861192085758889,-0.4087313904761949,1
0.33983131390910815,-0.27364275057751475,1
-0.14418634537238054,1.057638433503604,0
0.07550524935630623,0.2900712775401397,1
2.0107828808272243,0.019498410001555864,1
-0.7777070190887544,0.49154906161380546,0
0.5973495628162167,0.5740218167382463,0
0.5715532191624205,-0.4212856073629457,1
0.7188921248817709,0.23089749406604954,0
1.2019229668163014,0.06321075184790709,0
1.0272958319115537,0.3260704391771781,0
0.5383961844935198,0.6413796668221748,0
0.0806771885372373,-0.2292630550728828,1
-0.3293427349191563,0.8255181052444802,0
0.17472482400844389,0.8927518432255427,0
2.060566728232715,0.030622046300786722,1
-0.3699501174422151,0.8808886678259054,0
-0.7580680836361378,0.581598955009362,0
0.6718592856594999,0.8214367198854806,0
1.443235244579968,-0.43546020413659325,1
0.8607422807905772,-0.42287659510844455,1
1.938079055773702,0.23415390613709347,1
0.560914388620289,0.8311169999451197,0
1.044350438766535,-0.5882071214242435,1
-0.6953162505523828,0.42902990025725074,0
0.9511573275540735,0.10764642046691311,0
-0.2977164357106533,0.8488749919150184,0
-0.6709078064098555,0.828098516695698,0
2.033600546902378,0.41387957303578016,1
-0.8855377997772821,0.4802926171312294,0
0.7270808390499439,-0.43195200077787743,1
0.01854751814734943,1.0177159817506802,0
0.37997890769541676,-0.1529098802523643,1
-0.29091206261629976,1.076935781663661,0
